LocationName,Latitude,Longitude,Context,Sentiment,Confidence
Bakersfield,35.3735112,-119.0204707,"On our left were the freight cars, sad and sooty red beneath the moon; straight ahead the lights and airport pokers of Bakersfield proper; to our right a tremendous aluminum Quonset warehouse.",neutral,85.3%
Sabinal,29.3174576,-99.4664354,"We would hitchhike to Sabinal, her hometown, and live in her brother’s garage. Anything was all right with me.",neutral,100.0%
Sabinal,29.3174576,-99.4664354,"We got to Sabinal in the wee hours before dawn. I had finished the wine while Terry slept, and I was proper stoned.",neutral,100.0%
California,36.778261,-119.4179324,We got out and roamed the quiet leafy square of the little California town—a whistle stop on the SP.,neutral,89.1%
Weed,,,"As dawn began to break I lay flat on my back in the lawn of the town square and kept saying over and over again, “You won’t tell what he done up in Weed, will you?",neutral,100.0%
Weed,,,he do up in Weed? You won’t tell will you?,neutral,100.0%
Weed,,,"What’d he do up in Weed?” This was from the picture Of  Mice and Men, with Burgess Meredith talking to the foreman of the ranch.",neutral,100.0%
California,36.778261,-119.4179324,"I slept till noon; when I looked out the window I suddenly saw an SP freight going by with hundreds of hobos reclining on the flatcars and rolling merrily along with packs for pillows and funny papers before their noses, and some munching on good California grapes picked up by the siding.",neutral,83.3%
Frisco,33.1496718,-96.835567,They were all coming from Frisco; in a week they’d all be going back in the same grand style.,neutral,85.0%
Madera,,,"He drove seventy miles an hour in the old heap, and we went to Madera beyond Fresno to see some farmers about manure.",neutral,100.0%
Fresno,36.7377981,-119.7871247,"He drove seventy miles an hour in the old heap, and we went to Madera beyond Fresno to see some farmers about manure.",neutral,100.0%
California,36.778261,-119.4179324,The beautiful green countryside of October in California reeled by madly. I was guts and juice again and ready to go.,neutral,65.1%
Fresno,36.7377981,-119.7871247,We raced through the crazy streets of Fresno and on up the valley to some farmers in back roads.,neutral,88.2%
America,38.7945952,-106.5348379,Everywhere in America I’ve been in crossroads saloons  drinking with whole families. The kids eat popcorn and chips and play in back.,neutral,89.7%
San Joaquin Valley,37.9832553,-121.8677352,"Ponzo was a big, loud, vociferous type who knew everybody in San Joaquin Valley. From the highway bar I went with him alone in the car to find a farmer; instead we wound up in Madera Mextown, digging the girls and trying to pick up a few for him and Rickey.",neutral,92.2%
Madera Mextown,,,"From the highway bar I went with him alone in the car to find a farmer; instead we wound up in Madera Mextown, digging the girls and trying to pick up a few for him and Rickey.",neutral,94.3%
Fresno,36.7377981,-119.7871247,We went back and picked up Terry and her brother and the kid and drove to Fresno in the highway lights of night.,neutral,100.0%
Fresno,36.7377981,-119.7871247,We bounced over the railroad tracks in Fresno and hit the wild streets of Fresno Mextown.,neutral,100.0%
Fresno Mextown,36.7377981,-119.7871247,We bounced over the railroad tracks in Fresno and hit the wild streets of Fresno Mextown.,neutral,100.0%
New Jersey,40.0583238,-74.4056612,I whipped out my last shining five-dollar bill which stood between me and the New Jersey shore and paid for Terry and me.,neutral,100.0%
Sabinal,29.3174576,-99.4664354,We  drove back to Sabinal. On the way we pulled up sharp at a roadhouse on Highway 99.,neutral,100.0%
Madera,,,"Little Johnny jumped in bed, clothes and all, and went to sleep; sand spilled out of his shoes, Madera sand.",neutral,100.0%
Nebraska,41.4925374,-99.9018131,The grandfather had come from Nebraska during the great plague of the thirties—that selfsame dustcloud my Montana cowboy had told me about—with the entire family in a jalopy truck.,neutral,86.8%
Montana,46.8796822,-110.3625658,The grandfather had come from Nebraska during the great plague of the thirties—that selfsame dustcloud my Montana cowboy had told me about—with the entire family in a jalopy truck.,neutral,86.8%
California,36.778261,-119.4179324,They had been in California ever since. They loved to work.,neutral,71.9%
Nebraska,41.4925374,-99.9018131,"“Ever going back to Nebraska?”
.“Pshaw, there’s nothing back there. What we want to do is buy a trailer.",neutral,92.9%
Sierras,34.7606875,-84.7697949,"Across the field were the tents, and beyond them the sere brown cottonfields that stretched out of sight to the brown arroyo foothills and then the snow-capped Sierras in the blue morning air.",neutral,100.0%
Alabama,32.3182314,-86.902298,"They picked cotton with the same God-blessed patience their grandfathers had practiced in ante-bellum Alabama; they moved right along their rows, bent and blue, and their bags increased.",neutral,92.8%
LA,34.0549076,-118.242643,LA-bound traffic zoomed by; Frisco-bound harassed my tail. I swore and swore.,neutral,74.1%
Frisco,33.1496718,-96.835567,LA-bound traffic zoomed by; Frisco-bound harassed my tail. I swore and swore.,neutral,74.1%
East,,,I forgot all about the East and all about Dean and Carlo and the bloody road.,neutral,82.8%
Paterson,40.9190605,-74.17298199999999,"I was a man of the earth, precisely as I had dreamed I would be, in Paterson.",neutral,100.0%
Sabinal,29.3174576,-99.4664354,There was talk that Terry’s husband was back in Sabinal and out for me; I was ready for him.,neutral,87.2%
Sabinal Mextown,29.3174576,-99.4664354,Off we went to a rickety bar in Sabinal Mextown and spent an hour sopping up the brew.,neutral,100.0%
LA,34.0549076,-118.242643,They called her a whore because she’d left her no-good husband and gone to LA and left Johnny with them.,neutral,80.7%
New York,40.7127753,-74.0059728,"He swore he was coming to New York to join me. I pictured him in New York, putting off everything till mañana.",neutral,90.1%
New York,40.7127753,-74.0059728,"I pictured him in New York, putting off everything till mañana. He was drunk in a field someplace that day.",neutral,87.6%
California,36.778261,-119.4179324,"In California you chew the juice out of grapes and spit the skin away, a real luxury.",neutral,100.0%
California,36.778261,-119.4179324,"A California home; I hid in the grapevines, digging it all. I felt like a million dollars; I was adventuring in the crazy American night.",neutral,62.5%
New York,40.7127753,-74.0059728,"Sallie, I want to go to New York with you. ”",neutral,86.0%
New York,40.7127753,-74.0059728,"I had my canvas bag all packed and ready to go to New York, as soon as I picked up my money in Sabinal.",neutral,89.4%
Sabinal,29.3174576,-99.4664354,"I had my canvas bag all packed and ready to go to New York, as soon as I picked up my money in Sabinal.",neutral,89.4%
New York,40.7127753,-74.0059728,"“See you in New York, Terry,” I said. She was supposed to drive to New York in a month with her brother.",neutral,100.0%
New York,40.7127753,-74.0059728,She was supposed to drive to New York in a month with her brother. But we both knew she wouldn’t make it.,neutral,100.0%
Sabinal,29.3174576,-99.4664354,"I walked down the highway to Sabinal, eating black walnuts from the walnut tree. I went on the SP tracks and balanced along the rail.",neutral,100.0%
New York,40.7127753,-74.0059728,I went to the telegraph office of the railroad for my money order from New York.,neutral,100.0%
New York,40.7127753,-74.0059728,I suddenly realized it was fall and that I was going back to New York.,neutral,100.0%
California,36.778261,-119.4179324,The driver was a fiddler for a California cowboy band. He had a brand-new car and drove eighty miles an hour.,neutral,100.0%
LA,34.0549076,-118.242643,We made Sabinal to LA in the amazing time of four hours flat about 250 miles.,neutral,79.8%
Hollywood,34.0907315,-118.3266146,He dropped me off right  in front of Columbia Pictures in Hollywood; I was just in time to run in and pick up my rejected original.,neutral,80.4%
Pittsburgh,40.4386612,-79.99723519999999,Then I bought my bus ticket to Pittsburgh. I didn’t have enough money to go all the way to New York.,neutral,100.0%
New York,40.7127753,-74.0059728,I didn’t have enough money to go all the way to New York. I figured to worry about that when I got to Pittsburgh.,neutral,87.3%
Pittsburgh,40.4386612,-79.99723519999999,I figured to worry about that when I got to Pittsburgh. ,neutral,73.4%
Hollywood,34.0907315,-118.3266146,"With the bus leaving at ten, I had four hours to dig Hollywood alone. First I bought a loaf of bread and salami and made myself ten sandwiches to cross the country on.",neutral,93.5%
Hollywood,34.0907315,-118.3266146,I sat on the low cement wall in back of a Hollywood parking lot and made the sandwiches.,neutral,87.7%
Hollywood,34.0907315,-118.3266146,"As I labored at this absurd task, great Kleig lights of a Hollywood premiere stabbed in the sky, that humming West Coast sky.",neutral,73.1%
West Coast,62.4113634,-149.0729715,"As I labored at this absurd task, great Kleig lights of a Hollywood premiere stabbed in the sky, that humming West Coast sky.",neutral,73.1%
